signal_1,signal_2,signal_3
-0.2891008641519661-0.4079466247705943i,-0.13205361071641697-0.17528038463698875i,-0.003523014440586555-0.004705049092841518i
0.4970445200432515+0.05426798577188423i,0.22145795390536832+0.018151821497692348i,0.005845065498994102+0.00040313782738867133i
-0.37032239657369853+0.3359454886046114i,-0.16220231932944815+0.15549429199033293i,-0.004307887500213669+0.004053783332247856i
-0.005744028421980352-0.4999667887518472i,-0.008404720172579556-0.22669749590307695i,-0.0002513338518597042-0.006072749916000809i
0.37794178416994506+0.3273490237061174i,0.17716512262696021+0.1460663198977681i,0.004676168494846588+0.0037891065347724555i
-0.49566727160603674+0.06567279745584456i,-0.22897550125448274+0.0361173228165914i,-0.006079916103010613+0.000892865552293578i
0.2796520282725174-0.4144807665903788i,0.126540856756374-0.1968790677844222i,0.0033215100574724263-0.005289703663513553i
0.12465563815130912+0.4842085856355447i,0.06404647033747547+0.22785890661263083i,0.0016840915757681085+0.005955640635132773i
-0.44503208387531557-0.22791664695621114i,-0.21471685575540284-0.10411472742200333i,-0.005707375015545576-0.0028219480362101754i
0.4657611675250317-0.1818392527340308i,0.22273259688146335-0.091990097236399i,0.005870368820411863-0.0025183382998969837i
-0.17288798355798163+0.469155735019101i,-0.07958271065063519+0.23001194151274648i,-0.002117424906992672+0.006014760844386876i
-0.23639419473566908-0.44058775104360826i,-0.11997867524653702-0.213826501030152i,-0.0032040428836841444-0.005730528072680864i
0.48650777280102764+0.1153614250853865i,0.241890531523791+0.05300654876949476i,0.006381432211309163+0.0013163287684496371i
-0.40905010842104117+0.2875347896537449i,-0.20168852157820855+0.14723467346964733i,-0.005351214125101678+0.003825725875370438i
0.056172241191934286-0.49683441995203337i,0.024247531071568653-0.25032711525143025i,0.0006104500776933102-0.006702474165912521i
0.33452603315690604+0.3716040520751323i,0.17273418261432505+0.1861215059787367i,0.004555461857398513+0.004838390898201666i
-0.4999844617997385+0.003827891517030191i,-0.25560351249964525+0.005967653675863696i,-0.006781967527836686+0.00008780375552622334i
0.32879533610622547-0.37668700930472415i,0.16674517438930356-0.19628915314980347i,0.004381042433850408-0.005278701519699029i
0.06377507810833771+0.49591303386741115i,0.03662445282968842+0.25722393879627997i,0.0009571122023604021+0.00672106279143896i
-0.4134059904839022-0.281238534644921i,-0.21798910807385993-0.1440872611206403i,-0.005791694628877879-0.0038840501220679243i
0.4846838246756636-0.12280228633747696i,0.2545050058904676-0.0675268982970612i,0.006705178067890229-0.0018772347193176239i
-0.2296185057944324+0.4441540918035024i,-0.11899429858257075+0.23709572619408062i,-0.0031587625350802317+0.006191013048101165i
-0.18005324870997685-0.4664553814363098i,-0.09871763889451783-0.24769183638953488i,-0.002641132031267762-0.006628453441355836i
0.46849153725896786+0.1746812975757579i,0.2526568815988358+0.09150395952612522i,0.006660260259877072+0.0023261186869485825i
-0.44148916267642413+0.23470356152057126i,-0.23735877876416098+0.12935265021069145i,-0.006290879713421532+0.0033436696019288168i
0.11722492361732065-0.4860638290942959i,0.06145023259154143-0.2646466670047914i,0.0015919617803270098-0.007082077300957763i
0.2859673337910121+0.4101460855325968i,0.15833361533564458+0.22326356012481022i,0.004170276741149307+0.005809661026319955i
-0.49661498599784126-0.05807588474768675i,-0.27335476668026976-0.029608619154541632i,-0.007246293120652911-0.0008585296956144503i
0.37288379829345863-0.3331021546562649i,0.20497893724341887-0.18546977341212958i,0.0053864445687509055-0.004994222513064735i
0.0019140462286748872+0.49999338324585674i,0.002948864810066074+0.2782249043823009i,0.00006567439526170123+0.007263999133826364i
-0.3754242729526528-0.3302367326636404i,-0.21085250905183356-0.18305801223516302i,-0.0055986882725500235-0.0049157967192114205i
0.4961550345770895-0.061877400673923326i,0.2785112904394132-0.03603431359648415i,0.00733208471035807-0.0010490088617098033i
-0.2828189196453588+0.4123240824062436i,-0.15838074385326828+0.23367962727739192i,-0.004196831564828481+0.006089185989600535i
-0.12094420165195532-0.48515183164867887i,-0.06969957709736203-0.2744638305588635i,-0.001872788812372527-0.007334191021041681i
0.4432727917839264+0.23131563018591852i,0.2529322622523766+0.1309581556698948i,0.00665986113465738+0.0033606846242627392i
-0.46714084715055776+0.17826402201013963i,-0.2666676127148418+0.10304683986753352i,-0.007058873858030475+0.0026402735712368537i
0.17647540588862567-0.4678206013064976i,0.10059882740604434-0.2685787616669482i,0.002623353320388072-0.007182932235407391i
0.2330122187880197+0.44238258578396233i,0.13492016488555147+0.25483547022426656i,0.0035467109983065618+0.0066321530250231225i
-0.4856106459156694-0.11908683380904896i,-0.28090580123625913-0.06811229727603264i,-0.007437897081657329-0.0018788074903279774i
0.41123960674133264-0.2843962683661071i,0.23849747818063108-0.16512557232592i,0.006264450172399012-0.004455482320251235i
-0.0599764171029151+0.49638690321296963i,-0.0346085679221217+0.2893020615586031i,-0.0009263996758370056+0.007543408476850791i
-0.3316708553797822-0.37415795152332365i,-0.19375041597316855-0.2182187634824889i,-0.005140818200248647-0.005841975685532302i
0.4999984409102036-0.0000012439844778518346i,0.2929686979700362+0.00026543176662499417i,0.007703978830568187-0.00009335611538274565i
-0.33167133151084705+0.3741550556704398i,-0.1948940497881269+0.2199397163353563i,-0.005155482919775789+0.005714902536729609i
-0.059975785426383044-0.49638966581578664i,-0.03497524963378761-0.29215137081692744i,-0.0009543529554553368-0.007794884376621169i
0.411239244835835+0.28439373686618813i,0.24262305584846405+0.16850654827208986i,0.0063785877542924425+0.0043436414584559985i
-0.4856107974571578+0.11908386245802828i,-0.2874311664902923+0.0701768195156716i,-0.0075973616669019525+0.0017660778489902607i
0.23301278174152448-0.442385204693477i,0.13884272801749112-0.26175940896974137i,0.003628368629389353-0.006996057978704355i
0.17647481056744588+0.4678179546687884i,0.1041452808272986+0.2784789806068031i,0.002729702670434215+0.007243576705670092i
-0.4671406202996454-0.17826698430274057i,-0.27762307118654267-0.10673065133563264i,-0.007340814426344475-0.0028975118689982455i
0.4432730861451225-0.23131814597532357i,0.2647892761740247-0.13668403085411565i,0.006948544277632301-0.0037013703492364087i
-0.12094481902781581+0.48514903914451946i,-0.07329754173430489+0.28955645898880616i,-0.0019453138238171932+0.007536497726349493i
-0.2828183949424963-0.41232695429994204i,-0.16787157500849845-0.24692664061162495i,-0.004450839002089564-0.006592364213475649i
0.49615495583688257+0.06187491081998832i,0.2967205444709859+0.03870925755934756i,0.007791123863110445+0.0009183198029652696i
-0.3754246931919666+0.3302338153523474i,-0.2257822115482368+0.19681420749048137i,-0.005961679254572344+0.005094525024159173i
0.001914682494596226-0.4999961154951183i,0.0029044208770023405-0.29934944240813244i,0.00004553802710987766-0.007974058939666222i
0.37288337440753017+0.33309960434511054i,0.2224084566580306+0.201311986632336i,0.005835882530182333+0.00519978236653986i
-0.49661505990013405+0.05807290799971761i,-0.2980069323409168+0.03315818811457448i,-0.007863691116009545+0.0007863988651995604i
0.2859678557220955-0.4101486784708188i,0.1732852696159903-0.24460205450074i,0.0045300376498577325-0.006533778330611209i
0.11722430508082704+0.48606115339777867i,0.06826827166275136+0.2923278222543857i,0.0017804129089307363+0.007595480043412977i
-0.4414888640036532-0.23470651123254416i,-0.263649227248488-0.14253295749336092i,-0.006960360244299236-0.0038365306999462224i
0.46849175955040645-0.17468380099690117i,0.28178088555218156-0.10222807698286121i,0.007384654998963749-0.002788360590716307i
-0.18005384229374005+0.4664525599427198i,-0.11017813037363508+0.278858090030874i,-0.0029127185253840105+0.0072415462907294585i
-0.22961794058646032-0.44415693760558395i,-0.13510343564075578-0.26691881462150197i,-0.003580250075118899-0.007107704510162097i
0.4846836684057882+0.12279979085758339i,0.2893655735209852+0.07637344919293498i,0.00758455964075121+0.0019080913012752233i
-0.41340634837078094+0.28123559870589276i,-0.24861171491224038+0.1659784919338997i,-0.006551680157809847+0.0042741690227280395i
0.06377570918181044-0.4959157357775541i,0.04105767370252023-0.2953888250580877i,0.0010498616802838239-0.007855587662241915i
0.328794856756612+0.3766844373708139i,0.19373794106898248+0.22679094097359928i,0.0050718955604086785+0.005861413693363987i
-0.4999844569266753-0.0038308699175050934i,-0.29746278286384714-0.005193834701339543i,-0.007834871136731265-0.00022326654462982668i
0.3345265060414934-0.3716066211982417i,0.2012153041613561-0.21831801275524618i,0.005257125323409205-0.005829964192348004i
0.05617160894939621+0.4968317143128397i,0.030014640101495467+0.2951948266720789i,0.0007720212196095082+0.007658201886425655i
-0.4090497425181535-0.2875377234562937i,-0.23994689504095879-0.17270323062327914i,-0.00632398124170758-0.004621669341686927i
0.48650791960524004-0.11536391967066739i,0.28804059595120496-0.06437087064224221i,0.007536567528500023-0.0017867478119216317i
-0.23639475540168506+0.440584901918177i,-0.14235246900130125+0.25791311332962946i,-0.0037522002100577106+0.006679363431052518i
-0.1728873865343057-0.4691585529982615i,-0.09792502882926199-0.2765310539008147i,-0.002595989660689904-0.00734554375625176i
0.46576093612795244+0.18183674797369176i,0.27134837352604557+0.11030206496947713i,0.007098188615604642+0.002797911297068715i
-0.44503237390767053+0.2279136955065009i,-0.26149928574417985+0.12975751106771383i,-0.006877235321844827+0.0033168849663579377i
0.12465625433032268-0.48421125768743406i,0.07649475134280381-0.2804492886951359i,0.001979497939117987-0.007446402118866892i
0.2796515008286542+0.41447817055461633i,0.15876422862103987+0.2428565749427852i,0.004145213519202381+0.00627484869583584i
-0.4956671880325351-0.0656757737389774i,-0.28571241419303345-0.04187952610240449i,-0.007510865722992975-0.0011833626549597953i
0.37794220073799384-0.3273515715364233i,0.22035951962493144-0.18487096175567905i,0.0057509012256406-0.0049383398440446605i
-0.005744664650579795+0.49996405274644207i,-0.007629359150379203+0.2867288142097529i,-0.00021614790620750444+0.007424724322742121i
-0.3703219690660194-0.3359484034135287i,-0.20827554318741415-0.19479971420561173i,-0.005480133861423639-0.0051896496530875i
0.4970445891032959-0.054270475189543116i,0.28295566195912897-0.02606193867177583i,0.00739033713471241-0.0007750757049239858i
-0.28910138328065565+0.4079437497957185i,-0.1672294128754432+0.2282636493267032i,-0.004396427258029953+0.00589274831551326i
-0.11349889812686653-0.4869474301369003i,-0.059226555953195786-0.274894090598354i,-0.0015751861431807536-0.00728518322758141i
0.4396776736881049+0.23807815860134451i,0.24398233166282374+0.13777467971623336i,0.006368855720856894+0.0035168495992938006i
-0.46981655697072433+0.1710878671094913i,-0.26332615048747093+0.09096045555105897i,-0.006911009580238571+0.0022977706844768374i
0.1836203513821335-0.4650626237670674i,0.10638654883423451-0.25560579853622967i,0.0027605267445924156-0.006777199965487803i
0.2262088277443074+0.4458997698358721i,0.12019447694217004+0.24814945984622747i,0.0031284006229460736+0.006406269625528332i
-0.48372962613367493-0.1265110110298025i,-0.2635848052926816-0.07398214364175626i,-0.006915904033410381-0.0020175852031451605i
0.4155474747251868-0.2780638986641387i,0.2291279598755347-0.14684592525242754i,0.005971423852993435-0.003928489232301633i
-0.06757262605805775+0.4954100126905374i,-0.041681125698335396+0.26750705411628256i,-0.001105869845659563+0.006912577748619948i
-0.3259009374750912-0.37919429401227595i,-0.17107947422792472-0.20701355040262062i,-0.004494765124600188-0.0054947785200582105i
0.4999397791816494+0.0076572928124006125i,0.26684724195401344+0.009672241793148205i,0.0069568035058516645+0.00016699164833627517i
-0.3373634237075153+0.36903092278091626i,-0.18279474058348785+0.19219576059967547i,-0.0047941364498186295+0.004943469623973099i
-0.052365503309997646-0.49725008602187426i,-0.02205688207032712-0.2620704348750244i,-0.0005981749620839528-0.006930790154886305i
0.40683488047459976+0.2906593774027937i,0.20937832776988496+0.15658639507251693i,0.005453871862989861+0.004008353216392264i
-0.4873778699844208+0.11163174358634984i,-0.25389607313715234+0.05263692583764813i,-0.006650256169516043+0.0012971778279343524i
0.2397614969078057-0.43876422167243045i,0.12835260119913958-0.22277855647268183i,0.003331734328992824-0.005900530801376032i
0.16928845555339364+0.4704661651951783i,0.08105668699276276+0.24221599585405404i,0.002101458317806019+0.006245942664351263i
-0.46435529716098234-0.18540131178684088i,-0.23279616465566597-0.09896211834516191i,-0.006097129001853242-0.0026605892027170733i
0.44676419128023964-0.22450134240480019i,0.22681181762588193-0.10722746191053803i,0.005902289451284327-0.002879608567085087i
-0.12836174330776814+0.4832396071383683i,-0.06946041217161229+0.23902947240776706i,-0.0018278677722601334+0.006163064092819569i
-0.2764695687004878-0.41661054070380243i,-0.1312792946921221-0.2083849031680224i,-0.0034453870672967184-0.005514204392760252i
0.4951489797084382+0.06946731796125119i,0.24098703588945225+0.04002970277546618i,0.00627140939974536+0.000966615162301263i
-0.38043890474771297+0.3244446596818199i,-0.18784453976651336+0.15254554474319296i,-0.004915859095059013+0.003906699409952661i
0.009572944092948454-0.49990812947348173i,0.010678913618838746-0.23909354441314076i,0.0002595051600523047-0.00631181386789789i
0.36773747568689796+0.338772030171518i,0.17026665472687832+0.16529730264667525i,0.004425851106855218+0.00423641584217791i
-0.4974463284790857+0.050459392693043864i,-0.2339970803738344+0.017775194376666865i,-0.0061178277687087175+0.0003926967338845059i
0.29221658702724707-0.40572035831025954i,0.14072535086110283-0.18457190709730711i,0.003651197577798987-0.0048860641944264245i
0.10976546782669311+0.4877996772860248i,0.04440033345854484+0.22559257143560177i,0.0011438485666092112+0.005809826469665405i
-0.4378420585656012-0.24144130711162676i,-0.19580690772415624-0.11493483563062083i,-0.005120327586021592-0.003064951360941908i
0.4711124302139557-0.1674873638706139i,0.21368979842514016-0.06910433433972274i,0.00555283418569115-0.0018726067119290046i
-0.1871774554377941+0.46363994171729667i,-0.08887927732447404+0.20359467232607042i,-0.002329119039603776+0.005237480919380496i
-0.2227878117205943-0.4476219128369421i,-0.09198226871907031-0.19893122951038097i,-0.002413305164330818-0.005250701032896285i
0.48274584357363043+0.13020934404055523i,0.20749324944614403+0.0627336908476424i,0.005390940478682485+0.0015654008043270325i
-0.4176655916984378+0.27487042169305487i,-0.18213497565419606+0.11241678103344767i,-0.00475728470054391+0.0028634181261201702i
0.07136421352486821-0.4948806962094746i,0.0365295442659381-0.207884570172735i,0.0009349964388165421-0.005480257325980463i
0.32298653579855285+0.3816764416319708i,0.12972358029381248+0.16340323022425957i,0.0033653276327181864+0.0041895158871670815i
-0.4998671417836011-0.011488732843357725i,-0.20533970682102073-0.011015599942574256i,-0.005360015169504196-0.000348945608103123i
0.3401791866136221-0.36643904409633965i,0.14274129519307083-0.14401142566065248i,0.0037007667004590114-0.0038134530100094382i
0.04855496027841988+0.49763382380917887i,0.012972375236990798+0.19976594108370466i,0.00032620220212638626+0.005138003188598963i
-0.4045975201120136-0.2937694481890747i,-0.15557080442760426-0.12088149595317035i,-0.00406310351550997-0.0032061712689217935i
0.4882178660774984-0.10789848571945572i,0.19101123649139493-0.03534100721502165i,0.004957155299404995-0.000981658568665637i
-0.24311554026181423+0.4369123381605194i,-0.09867178432656634+0.1640626668776786i,-0.002578373851120376+0.004210652542592556i
-0.16568096021806902-0.47175164715073065i,-0.056150961437373484-0.17965362025554146i,-0.0014750877040296945-0.004732282034303908i
0.46292105436273234+0.18894953405958498i,0.16910849327679245+0.07628022694866526i,0.004387433748488712+0.0019254200699360875i
-0.4484711681659063+0.2210703542386247i,-0.16641213706419736+0.07484846963500409i,-0.0043395057117955535+0.0018918554410082315i
0.13205833711632886-0.48224507708518594i,0.05376193012830955-0.17104693473933583i,0.001384586966923749-0.00450499157769417i
0.27327005371554736+0.41871300707431125i,0.09083970045181407+0.15138928279935432i,0.002352190194667249+0.0038815064932481926i
-0.4946030927493577-0.07326025367586708i,-0.1703695996631196-0.03178553776270426i,-0.004441339067338664-0.0008787532615169959i
0.38291192728203793-0.321524182894685i,0.13461838990183786-0.10421501645100194i,0.0034875709713708806-0.0027638002899840913i
-0.013402027750802986+0.499817416363655i,-0.011077052289056689+0.1670051850920249i,-0.0002969480018532754+0.004289992456077253i
-0.3651327773587888-0.3415812515841023i,-0.11521066869611314-0.11675033932700823i,-0.0030064658259051024-0.0030847796460375283i
0.4978175229745576-0.046650816653081434i,0.16084878786012166-0.008270653536847968i,0.004169946281271451-0.0002665672364398745i
-0.29531601571846355+0.4034677018409032i,-0.09851869360406619+0.12353710169078808i,-0.0025688975796499124+0.0031627014278861995i
-0.10602696466310921-0.48862877744708244i,-0.02628508942043138-0.1524114325924122i,-0.0006946412704187735-0.0040085752449489035i
0.4359793948216201+0.24478482689537862i,0.128890649448979+0.08008580300164646i,0.003340146114082946+0.0020325855456746742i
-0.4723820347547269+0.16387156988515691i,-0.14230952819925619+0.04248726880133483i,-0.0037060015993403343+0.0010593359142427195i
0.19072221432084063-0.462195529837814i,0.06153140410207733-0.1315678710401336i,0.001587660149898867-0.003463960367681296i
0.21935236169702146+0.4493123329986516i,0.05638500021091363+0.1306510464211174i,0.0014573059714832182+0.003349242079989868i
-0.48173510992000934-0.13390550554646946i,-0.13198155930620062-0.04343585291680418i,-0.003437088933274613-0.0011699515226368654i
0.41975784355855333-0.271666287708085i,0.11750182109816339-0.06805265988529026i,0.00304226181238058-0.0018111013113664516i
-0.07515298066361531+0.49431688479001534i,-0.026407136370334993+0.1300901229590247i,-0.0006922175384193782+0.00333768338863592i
-0.32005455416733397-0.38414166722535703i,-0.0776747688496217-0.1034275549549916i,-0.002026193515293153-0.0027251986363520603i
0.49976381750551035+0.015314032673385991i,0.12584319192806412+0.010536644204263394i,0.0032598232554502215+0.00023282584381127572i
-0.34297636108096635+0.363820204585643i,-0.08904368284988004+0.08502048474234769i,-0.0023180061473690363+0.002170401927013622i
-0.04474293486073172-0.4979938377584402i,-0.004171693989126691-0.11968516256511018i,-0.0001171682149022028-0.00314457447555089i
0.4023350611813882+0.29685682079212183i,0.08986931921320385+0.07450897194152889i,0.0023269071948162326+0.001896873897533922i
-0.48903059009987676+0.10415343246197437i,-0.11213048420843587+0.017321210476816208i,-0.002916908955509973+0.0004158359541814931i
0.24645395723493482-0.4350402926028878i,0.059928695948209154-0.09247839646122528i,0.0015475518281089556-0.002435577304561888i
0.16206238064850875+0.4730039908683772i,0.02852805117726784+0.10329793446079351i,0.0007356727495821812+0.002647412390511651i
-0.4614610233505893-0.19249213925372638i,-0.09318514060360875-0.045790979913372755i,-0.0024248757241516474-0.0012194569362558648i
0.450150472949287-0.21763186485531616i,0.09328968459599872-0.03785306455244371i,0.0024143930173964405-0.001015028777661449i
-0.13574855040950284+0.48121679327196765i,-0.03258272827296215+0.09198472613526437i,-0.0008494895014865876+0.0023571082307528575i
-0.2700558750383055-0.42079637893289035i,-0.045432834023583946-0.08258636813364953i,-0.001185358957216262-0.0021716824179679618i
0.4940268276880789+0.07704342580441573i,0.08888681019919559+0.02039365121976136i,0.002301325158792668+0.0004993981472473848i
-0.3853638547665382+0.3185793798910105i,-0.0716864934518813+0.05110167474210013i,-0.0018636408782806116+0.001299505849116845i
0.017228959530520255-0.49970285133092107i,0.009257129897870748-0.0842721985827796i,0.0002341508659760689-0.0022129064866531598i
0.362505295379943+0.34436497027544655i,0.05472719095150297+0.060748099136755516i,0.0014162544021215796+0.001549558240076316i
-0.49816088230401234+0.04283403787964732i,-0.07855790194711017+0.0005161536118195047i,-0.002041656881515731-0.000009852351077108401i
0.29839675606068056-0.40119684511657666i,0.04990278803773726-0.05653087152278559i,0.001289400681152536-0.0014907173420104195i
0.10228087644092948+0.48942374939391053i,0.008652810776246661+0.0718786330402761i,0.00022205132847794576+0.0018415985597992177i
-0.43409252320380354-0.248119454421812i,-0.05678053048812024-0.039546642193638716i,-0.0014765882247523782-0.0010463385713747953i
0.473622564632979-0.1602516298407754i,0.06437589587005767-0.015202472854648177i,0.0016658919880413027-0.00041606568278404406i
-0.19425715159108214+0.4607185402618039i,-0.030047365176657584+0.05551354884920841i,-0.0007810327663825699+0.001420427626481432i
-0.21590541067750535-0.4509818637574958i,-0.020258483856771214-0.05644884443622426i,-0.000529052847510366-0.0014822295865976494i
0.4806947529725079+0.1375883461457031i,0.052802972098876+0.02149353126288959i,0.0013669395132739723+0.0005385193682677613i
-0.4218268390662944+0.2684407520639448i,-0.048484673703818246+0.0237237910118i,-0.0012588003582339326+0.0005991135804634693i
0.07893597374555664-0.4937295440970527i,0.013945862343488907-0.04897124057077415i,0.0003585279609862007-0.0012859423841757134i
0.31710243307742336+0.3865788935946578i,0.02555553976291439+0.040643997068372975i,0.0006614565573515013+0.0010381903959405547i
-0.4996325438959328-0.019143900511511533i,-0.044345619425794625-0.0076291471674350304i,-0.0011512600824043714-0.00021106306034161627i
0.345752051545509-0.3611854904572669i,0.03308533568254869-0.025944134420088114i,0.0008556615035174097-0.0006864363269287385i
0.04092691917440672+0.4983191741590877i,-0.002708495818135354+0.039081319632987443i,-0.00007056475063946558+0.0010008008950539529i
-0.40005036788149473-0.2999322467061921i,-0.02509523606243834-0.02611661924041345i,-0.0006519002545733071-0.000687869854634143i
0.4898132628911296-0.1004077360836334i,0.03336113009009845-0.0008565199757582567i,0.0008638310919404402-0.0000334092007433692i
-0.24977928349055162+0.43313726221679694i,-0.019992589296462214+0.02309199930262424i,-0.0005181408516001544+0.0005892812604382163i
-0.15843566059061645-0.47423405548123987i,-0.003121228170510318-0.027509168674960203i,-0.00008178895665301101-0.0007216328706035795i
0.4599725582790705+0.19601798697470768i,0.02007196581337941+0.01480182654061796i,0.0005203142138332841+0.00037528533048204505i
-0.4518047386137342+0.21417514335637602i,-0.02181052058160882+0.00405773473048193i,-0.0005649412922005951+0.00009861834331869658i
0.13942943523950493-0.4801657486085626i,0.010630239206130139-0.01630599966535441i,0.00027536605268582893-0.00042891554759563836i
0.2668244897178258+0.422849601480485i,0.0037108574695978525+0.016431782520462932i,0.00009700349419224625+0.000420388373689138i
-0.4934229498148511-0.08082754502704373i,-0.012041636123743454-0.007620192855596104i,-0.00031142249492147804-0.00020161032511674666i
0.38779181188862266-0.3156213559995571i,0.011558627176562825-0.0022448019255576494i,0.0003002824705493653-0.00006204116383938795i
-0.02105624644025217+0.4995535085024968i,-0.005834507719462842+0.0074582245678212694i,-0.0001498781659478008+0.00019057677418364162i
-0.35985791536060197-0.34713395555149584i,0.00018843106932458546-0.007417744732581087i,0.000006013172683506318-0.00019411672762870087i
0.49847365483895173-0.03902021284973432i,0.002780542234867573+0.005240329712826614i,0.00007362234020064136+0.00013452258048011253i
-0.30146135883204134+0.3988969887479501i,-0.0041606737356475-0.003458375009934024i,-0.00010617670853727596-0.00008980760405903627i
-0.09853015438544249-0.4901954790880797i,0.0058149324035279915+0.0017338327761266558i,0.00015251777799312597+0.000045229736926281414i
0.43217882290422455+0.2514340614958941i,-0.007364176354986769+0.0018775194710663366i,-0.00018862763136590156+0.000050036877891065154i
-0.4748366785696606+0.15661682348247763i,0.005890122903321787-0.007519275276718887i,0.0001545733513028077-0.0001928242708159759i
0.19777932840889337-0.45921999221923493i,0.0006771741860565009+0.011678885608542772i,0.000020250442422841873+0.0003052131939624203i
0.2124444293650362+0.45261947458945295i,-0.010225758461934695-0.009512621668087287i,-0.00026242869569877966-0.0002425212628939592i
-0.47962756524401196-0.1412685824036361i,0.016223274259066393-0.0006258561762886928i,0.0004227904297021332-0.000012260801617017499i
0.42386972537104023-0.2652049365565704i,-0.012388841059921543+0.013791547099186046i,-0.0003174343903637725+0.00036242600331779147i
-0.08271570235619427+0.4931077759898109i,-0.0016932090587564496-0.02079146578274993i,-0.00004126198566829779-0.0005324395437425124i
-0.31413307718169714-0.38899891037031575i,0.018109403782087925+0.014364223634037583i,0.00047243745865727045+0.0003779519514645065i
0.49947059716732223+0.022967179112965537i,-0.025117444866789962+0.0038527289570700154i,-0.0006465829974031223+0.00010756920256509767i
-0.34850882667896554+0.358524123664977i,0.015378114167093178-0.023002100480363767i,0.0004010264309967387-0.0005878132992031315i
-0.03710986854652834-0.4986207465205073i,0.0071089336604090204+0.029000491341374886i,0.00018852979970127257+0.000759075383824903i
0.39774084273977417+0.30298461294046397i,-0.028208924572059493-0.015337271741331818i,-0.0007264661838377796-0.0003869229566277208i
-0.4905685700291217+0.0966506837060383i,0.03232276934126394-0.011360500668872855i,0.0008401892366125151-0.0002847737332962757i
0.253088592484372-0.4312142912228564i,-0.014112159211635776+0.03353898127920104i,-0.000359993844878826+0.000878900410681023i
0.1547982812922496+0.47543083624343907i,-0.016404572128684736-0.03489701485336439i,-0.00042095375113120043-0.0008912163109843084i
-0.45845847794612454-0.19953780299677423i,0.03886939029196107+0.011704299823013591i,0.0010104302731509145+0.0003138447247944147i
0.45343113663579054-0.21071132509860785i,-0.03648508360832992+0.022115236114743426i,-0.0009385051775774877+0.0005856536435519619i
-0.1431035071812885+0.4790810721540772i,0.00822573737846601-0.04396688820712404i,0.00021643187145682668-0.001124319129624568i
-0.2635788187880263-0.42488348687237987i,0.028421249876428707+0.03699411900917138i,0.000741067368303438+0.0009700570184819331i
0.4927887630640823+0.08460145678249806i,-0.04852661216872241-0.003697498709275801i,-0.0012499443485119712-0.00007996096039371558i
-0.3901983877173006+0.31263935213874955i,0.036440437988374645-0.03510123523965869i,0.000946643148075628-0.0008936301909413404i
0.02488093249176901-0.49938032923143527i,0.001907019856587343+0.05239466380555503i,0.000056123010002427805+0.0013704977471104332i
0.3571880611026338+0.3498771123965806i,-0.04184026159653816-0.03472627510237835i,-0.0010771631998244228-0.0008806600607029576i
-0.4987585537205837+0.03519863268122925i,0.05551618598346212-0.008430893735435489i,0.0014406424669271376-0.0002025813617147118i
0.30450691278173486-0.3965792002325961i,-0.031704080154106924+0.04847601270261942i,-0.0008124439031300119+0.0012713353920227688i
0.09477228701819734+0.4909329886686558i,-0.015605726133480493-0.05769095537868544i,-0.000398999613198268-0.0014730275815340113i
-0.43024113766422023-0.25473938628279436i,0.05493020762184788+0.027433283220613662i,0.0014264067406710309+0.0007261086647452787i
0.4760215738596735-0.15297829661314466i,-0.058657410577140814+0.02331867954240264i,-0.0015090335727471805+0.0006230388597950483i
-0.20129126965869906+0.4576890410188039i,0.022094499114013653-0.06094306585628037i,0.0005755393640339308-0.0015559864857378578i
-0.20897235226114247-0.45423600202870107i,0.03152625599903834+0.058373455656780315i,0.0008224550870513981+0.0015274589841149176i
0.47853087784569354+0.14493506585256682i,-0.0661750446980161-0.01570391995759889i,-0.001703454395791809-0.0003836791843058161i
-0.4258891141292294+0.26194809839904837i,0.05691776951006748-0.03996748806499177i,0.0014757553020896949-0.0010129963578321456i
0.0864892132969659-0.4924625495327989i,-0.008217778097012303+0.070509389697314i,-0.00020368289163162824+0.001842835329843798i
0.31114392916843964+0.39139064300640614i,-0.048280912181448976-0.05418720752590096i,-0.0012414532189914177-0.0013765216766381972i
-0.499280718306902-0.026794576805334404i,0.07394048290031352-0.00015966473698949868i,0.001916154557025183+0.00001633149047739149i
0.3512437932870351-0.355847192911774i,-0.050019318816851066+0.056326134826290175i,-0.0012829528883356012+0.0014782934458699676i
0.03328927538933801+0.4988876045601875i,-0.0091059196811851-0.0762550827614403i,-0.00022995101673213496-0.001945431755493513i
-0.3954093527158018-0.3060246730425929i,0.06405850339860554+0.044520840568426534i,0.0016618082886939926+0.0011712705728205745i
0.49129373572137874-0.0928934283027599i,-0.07717174305311335+0.01851807549159966i,-0.0019839569570996936+0.0005037142503319708i
-0.25638442158719127+0.42926055982550465i,0.037926917246000384-0.07119441623975457i,0.0009842675084261428-0.0018139998420355157i
-0.1511531876020645-0.47660519554730163i,0.028372886302348476+0.07668837740820929i,0.0007414532198667115+0.002002919864039969i
0.4569161396766869+0.20304044826213224i,-0.07736564346893064-0.03024948344803879i,-0.0019891561264133275-0.0007536523282848858i
-0.4550323031022066+0.2072296806692513i,0.07493147946386045-0.038376109817856933i,0.0019395011813769358-0.0009663707747040478i
0.1467678192338854-0.4779737601262326i,-0.021432334760594696+0.08248379570145889i,-0.0005430632598682138+0.0021538067171353857i
