index,particle,x,y,z,active,cell_id,group
13363,1H,27.41,23.04,34.29,false,0,none
13364,1H,28.37,23.36,35.42,false,0,none
13365,16O,3.4800000000000004,9.109999999999998,17.09,false,0,none
13366,1H,2.8500000000000014,8.59,17.59,false,0,none
13367,1H,3.7400000000000015,9.809999999999997,17.68,false,0,none
13368,16O,24.71,38.46,44.51,false,0,none
13369,1H,24.34,39.02,45.2,false,0,none
13370,1H,25.15,37.76,44.99,false,0,none
13371,16O,9.259999999999998,47.54,8.97,false,0,none
13372,1H,8.77,46.76,9.209999999999999,false,0,none
13373,1H,8.850000000000001,47.84,8.16,false,0,none
13374,16O,20,13.5,18.750000000000004,false,0,none
13375,1H,19.06,13.58,18.89,false,0,none
13376,1H,20.26,12.73,19.249999999999996,false,0,none
13377,16O,8.9,17.02,43.50999999999999,false,0,none
13378,1H,9.640000000000002,16.54,43.88,false,0,none
13379,1H,9.109999999999998,17.94,43.68,false,0,none
13380,16O,22.15,22.16,5.910000000000001,false,0,none
13381,1H,22.15,23.06,5.5900000000000025,false,0,none
13382,1H,22.63,21.669999999999998,5.2299999999999995,false,0,none
13383,16O,35.1,37.42,35.87,false,0,none
13384,1H,34.29,37.01,35.54,false,0,none
13385,1H,34.79,38.08,36.49,false,0,none
13386,16O,5.38,43.53,20.45,false,0,none
13387,1H,5.050000000000002,43.21,19.61,false,0,none
13388,1H,5.77,44.38,20.24,false,0,none
13389,16O,14.01,23.58,3.6899999999999986,false,0,none
13390,1H,13.339999999999998,23.12,3.189999999999998,false,0,none
13391,1H,14.1,24.43,3.25,false,0,none
13392,16O,20.579999999999995,49.45,26.42,false,0,none
13393,1H,20.07,48.87,26.99,false,0,none
13394,1H,20.010000000000005,50.2,26.26,false,0,none
13395,16O,52.23,40.88000000000001,25.27,false,0,none
13396,1H,51.72,41.48,25.82,false,0,none
13397,1H,52.61,41.44,24.589999999999996,false,0,none
13398,16O,2.350000000000001,22.730000000000004,10.78,false,0,none
13399,1H,1.7700000000000011,22.97,11.5,false,0,none
13400,1H,3.1200000000000014,23.3,10.89,false,0,none
13401,16O,17.1,40.11,16.68,false,0,none
13402,1H,16.15,40.1,16.81,false,0,none
13403,1H,17.35,39.19,16.69,false,0,none
13404,16O,44.45,27.26,29.29,false,0,none
13405,1H,45.2,27.22,28.69,false,0,none
13406,1H,43.739999999999995,26.82,28.83,false,0,none
13407,16O,7.7700000000000005,49.9,28.4,false,0,none
13408,1H,7.97,49.17999999999999,28.98,false,0,none
13409,1H,7.800000000000002,49.52,27.52,false,0,none
13410,16O,22.04,0.869999999999998,22.69,false,0,none
13411,1H,21.95,1.810000000000001,22.84,false,0,none
13412,1H,22.14,0.4900000000000014,23.560000000000002,false,0,none
13413,16O,23.02,20.65,53.05,false,0,none
13414,1H,23.690000000000005,20.24,53.6,false,0,none
13415,1H,23.4,20.67,52.17,false,0,none
13416,16O,3.670000000000001,30.88,14.21,false,0,none
13417,1H,4.419999999999999,30.71,14.78,false,0,none
13418,1H,3.52,30.04,13.770000000000001,false,0,none
13419,16O,42.27,39.959999999999994,12.12,false,0,none
13420,1H,41.95,39.2,11.64,false,0,none
13421,1H,41.48,40.4,12.43,false,0,none
13422,16O,40.09,24.27,46.21,false,0,none
13423,1H,39.5,23.8,46.79,false,0,none
13424,1H,39.81,24.02,45.33,false,0,none
13425,16O,15.01,25.349999999999998,52.57,false,0,none
13426,1H,15.87,25.53,52.95,false,0,none
13427,1H,15.079999999999998,24.45,52.24,false,0,none
13428,16O,11.51,46.17,26.17,false,0,none
13429,1H,12.32,45.67,26.21,false,0,none
13430,1H,11.249999999999998,46.14,25.250000000000004,false,0,none
13431,16O,16.41,13.919999999999998,37,false,0,none
13432,1H,16.95,14.55,36.51,false,0,none
13433,1H,15.84,14.47,37.55,false,0,none
13434,16O,1.0000000000000007,35.78,5.1499999999999995,false,0,none
13435,1H,0.8299999999999982,36.48,4.5200000000000005,false,0,none
13436,1H,1.2300000000000009,36.25,5.96,false,0,none
13437,16O,18.83,41.650000000000006,41.95,false,0,none
13438,1H,18.59,42.11,41.14,false,0,none
13439,1H,18.86,40.72999999999999,41.7,false,0,none
13440,16O,33.66,46.75,50.94,false,0,none
13441,1H,33.7,46.71,51.89999999999999,false,0,none
13442,1H,34.04,47.59,50.72,false,0,none
13443,16O,40.04,23.4,25.020000000000003,false,0,none
13444,1H,40.58,22.65,25.220000000000002,false,0,none
13445,1H,40.21,23.59,24.1,false,0,none
13446,16O,16.12,13.93,29.92,false,0,none
13447,1H,16.54,13.84,30.78,false,0,none
13448,1H,15.29,14.37,30.1,false,0,none
13449,16O,37.65,13.870000000000001,48.69,false,0,none
13450,1H,38.13000000000001,13.439999999999998,49.4,false,0,none
13451,1H,36.84,14.17,49.1,false,0,none
13452,16O,17.99,39.82,11.249999999999998,false,0,none
13453,1H,18.03,38.86,11.29,false,0,none
13454,1H,17.78,40.01,10.34,false,0,none
13455,16O,32.03,21.600000000000005,10.39,false,0,none
13456,1H,32.74,21.49,11.03,false,0,none
13457,1H,31.23,21.56,10.91,false,0,none
13458,16O,39.91,10.79,53.91,false,0,none
13459,1H,40.75,10.34,53.78,false,0,none
13460,1H,39.989999999999995,11.6,53.419999999999995,false,0,none
13461,16O,11.8,14.11,36.91,false,0,none
13462,1H,11.79,13.81,36,false,0,none
13463,1H,10.89,14.03,37.2,false,0,none
13464,16O,29.58,21.58,11.79,false,0,none
13465,1H,28.799999999999997,21.09,12.05,false,0,none
13466,1H,29.260000000000005,22.46,11.61,false,0,none
13467,16O,16.16,45.15,38.12,false,0,none
13468,1H,16.6,45.07,38.96000000000001,false,0,none
13469,1H,15.52,45.85,38.24,false,0,none
13470,16O,18.43,48.8,10.06,false,0,none
13471,1H,17.91,49.05,9.3,false,0,none
13472,1H,17.8,48.7,10.769999999999998,false,0,none
13473,16O,32.77,30.61,30.590000000000003,false,0,none
13474,1H,32.95,29.759999999999998,31,false,0,none
13475,1H,32.04,30.96,31.1,false,0,none
13476,16O,39.54,51.26,5.81,false,0,none
13477,1H,39.43,52,6.410000000000001,false,0,none
13478,1H,39.529999999999994,51.65,4.940000000000001,false,0,none
13479,16O,51.46999999999999,18.69,4.6499999999999995,false,0,none
13480,1H,50.74,19.14,4.240000000000002,false,0,none
13481,1H,51.4,18.9,5.579999999999999,false,0,none
13482,16O,6.450000000000001,51.06,7.009999999999999,false,0,none
13483,1H,6.059999999999998,50.35,6.509999999999999,false,0,none
13484,1H,6.669999999999998,50.66,7.8500000000000005,false,0,none
13485,16O,16.59,19.1,50.35,false,0,none
13486,1H,16.64,19.54,51.19,false,0,none
13487,1H,15.68,19.219999999999995,50.07000000000001,false,0,none
13488,16O,39.08,53.97,23.49,false,0,none
13489,1H,38.6,53.67,22.72,false,0,none
13490,1H,39.5,53.190000000000005,23.84,false,0,none
13491,16O,31.83,23.08,4.919999999999999,false,0,none
13492,1H,32.65,23.14,4.419999999999999,false,0,none
13493,1H,31.220000000000002,23.629999999999995,4.440000000000001,false,0,none
13494,16O,50.52,11.42,25.24,false,0,none
13495,1H,50.32,12.17,24.69,false,0,none
13496,1H,51.4,11.149999999999999,24.96,false,0,none
13497,16O,23.52,8.95,19.91,false,0,none
13498,1H,24.46,9.1,19.85,false,0,none
13499,1H,23.19,9.080000000000002,19.019999999999996,false,0,none
13500,16O,54.1,40.82000000000001,30.62,false,0,none
13501,1H,53.55,41.58,30.44,false,0,none
13502,1H,54.94,41.019999999999996,30.22,false,0,none
13503,16O,4.160000000000002,32.08,4.309999999999999,false,0,none
13504,1H,4.22,31.519999999999996,3.529999999999999,false,0,none
13505,1H,3.2700000000000022,32.44,4.280000000000002,false,0,none
13506,16O,23.229999999999997,37.31,17.97,false,0,none
13507,1H,23.19,36.4,17.69,false,0,none
13508,1H,22.37,37.669999999999995,17.74,false,0,none
13509,16O,38.77,24.11,13.56,false,0,none
13510,1H,39.49,24.01,12.93,false,0,none
13511,1H,38.52,23.21,13.770000000000001,false,0,none
13512,16O,8.86,26.96,37.37,false,0,none
13513,1H,8.179999999999998,26.95,36.7,false,0,none
13514,1H,8.45,27.41,38.11,false,0,none
13515,16O,19.92,31.74,15.96,false,0,none
13516,1H,20.11,32.67,15.85,false,0,none
13517,1H,20.43,31.31,15.27,false,0,none
13518,16O,46.489999999999995,50.00999999999999,21.41,false,0,none
13519,1H,46.77,49.1,21.52,false,0,none
13520,1H,46.94,50.3,20.62,false,0,none
13521,16O,26.02,12.24,21.370000000000005,false,0,none
13522,1H,26.37,13.090000000000002,21.09,false,0,none
13523,1H,25.07,12.32,21.27,false,0,none
13524,16O,19.72,16.67,9.91,false,0,none
13525,1H,19.37,17.13,9.15,false,0,none
13526,1H,20.640000000000004,16.96,9.96,false,0,none
13527,16O,0.7300000000000005,51.04,40.190000000000005,false,0,none
13528,1H,0.46000000000000046,50.8,39.29999999999999,false,0,none
13529,1H,0.1299999999999985,51.74,40.44,false,0,none
13530,16O,12.82,54.59,50.06,false,0,none
13531,1H,13.02,54.56,51,false,0,none
13532,1H,12.87,55.510000000000005,49.83,false,0,none
13533,16O,49.2,46.81,49.16,false,0,none
13534,1H,49.45,46.33,49.95,false,0,none
13535,1H,49.38,47.71999999999999,49.37,false,0,none
13536,16O,42.44,25.980000000000004,20.939999999999998,false,0,none
13537,1H,41.67,26.54,20.86,false,0,none
13538,1H,43.17000000000001,26.59,21,false,0,none
13539,16O,0.20999999999999824,37.42,52.02,false,0,none
13540,1H,-0.14000000000000157,37.3,51.13000000000001,false,0,none
13541,1H,-0.5199999999999981,37.8,52.51,false,0,none
13542,16O,25.42,5.990000000000001,43.13,false,0,none
13543,1H,26.21,6.530000000000001,43.19,false,0,none
13544,1H,24.9,6.249999999999998,43.89,false,0,none
13545,16O,33.28,34.94,17.69,false,0,none
13546,1H,32.74,35.62,17.29,false,0,none
13547,1H,33.8,35.4,18.35,false,0,none
13548,16O,12.43,43.23,22.12,false,0,none
13549,1H,12.02,42.44,22.469999999999995,false,0,none
13550,1H,13.15,43.4,22.72,false,0,none
13551,16O,9.96,52.49,44.04,false,0,none
13552,1H,10.85,52.69,44.32,false,0,none
13553,1H,9.609999999999998,53.32,43.71,false,0,none
13554,16O,0.1999999999999993,25.18,7.2700000000000005,false,0,none
13555,1H,-0.43999999999999845,24.67,7.7700000000000005,false,0,none
13556,1H,0.8400000000000012,25.47,7.930000000000001,false,0,none
13557,16O,8.59,51.54,36.85,false,0,none
13558,1H,9.34,52.02,37.21,false,0,none
13559,1H,8.9,50.63999999999999,36.78,false,0,none
13560,16O,51.98,49.23,52.86,false,0,none
13561,1H,52.51,49.85,53.35999999999999,false,0,none
13562,1H,52.6,48.56,52.589999999999996,false,0,none
13563,16O,39.46,45.26,30.07,false,0,none
13564,1H,39.26,46.19,30,false,0,none
13565,1H,39.4,44.93,29.17,false,0,none
13566,16O,37.50000000000001,48.87,33.66,false,0,none
13567,1H,37.59,48.779999999999994,34.61,false,0,none
13568,1H,36.68,49.34,33.54,false,0,none
13569,16O,3.4899999999999993,39.84,39,false,0,none
13570,1H,3.3299999999999996,40.68,39.44,false,0,none
13571,1H,2.8500000000000014,39.81,38.300000000000004,false,0,none
13572,16O,5.42,4.609999999999999,31.34,false,0,none
13573,1H,5.370000000000001,4.849999999999999,32.27,false,0,none
13574,1H,5.009999999999998,3.7500000000000004,31.289999999999996,false,0,none
13575,16O,23.9,20.55,4.130000000000001,false,0,none
13576,1H,24.11,20.79,3.229999999999998,false,0,none
13577,1H,23.98,19.59,4.149999999999999,false,0,none
13578,16O,16.61,34.52,41.17,false,0,none
13579,1H,16.04,34.09,40.54,false,0,none
13580,1H,17.09,33.81,41.59,false,0,none
13581,16O,13.86,27.49,37.52,false,0,none
13582,1H,13.1,27.4,38.09,false,0,none
13583,1H,14.55,27.01,37.97,false,0,none
13584,16O,34.67,30.08,15.11,false,0,none
13585,1H,34.46,30.85,15.64,false,0,none
13586,1H,34.96,30.43,14.27,false,0,none
13587,16O,27.59,11.72,14.2,false,0,none
13588,1H,27.72,12.659999999999998,14.09,false,0,none
13589,1H,27.03,11.64,14.97,false,0,none
13590,16O,19.46,50.83,44.56,false,0,none
13591,1H,18.68,50.38,44.24,false,0,none
13592,1H,19.79,51.31,43.8,false,0,none
13593,16O,15.49,20.9,38.74,false,0,none
13594,1H,15.68,21.1,39.65,false,0,none
13595,1H,15.64,19.96,38.66,false,0,none
13596,16O,7.979999999999999,39.52,40.41,false,0,none
13597,1H,7.070000000000001,39.43,40.14,false,0,none
13598,1H,7.9399999999999995,39.95,41.27,false,0,none
13599,16O,23.460000000000004,34.99,2.719999999999999,false,0,none
13600,1H,24.23,34.8,3.25,false,0,none
13601,1H,23.53,35.92,2.5100000000000007,false,0,none
13602,16O,31.78,42.95,34.05,false,0,none
13603,1H,31.47,43.540000000000006,34.74,false,0,none
13604,1H,31.92,43.50999999999999,33.29,false,0,none
13605,16O,53.75,22.63,14.54,false,0,none
13606,1H,53.32,22.31,15.34,false,0,none
13607,1H,53.3,22.19,13.83,false,0,none
13608,16O,46.64,44.23,53.55,false,0,none
13609,1H,47.46,44.41,54,false,0,none
13610,1H,46.9,44.00000000000001,52.66,false,0,none
13611,16O,53.15,47.51,1.7099999999999993,false,0,none
13612,1H,52.62,48.28,1.5000000000000009,false,0,none
13613,1H,52.55,46.78,1.6500000000000015,false,0,none
13614,16O,48.77,7.070000000000001,9.03,false,0,none
13615,1H,49.39,7.749999999999999,9.3,false,0,none
13616,1H,48.550000000000004,6.619999999999999,9.85,false,0,none
13617,16O,26.77,20.83,1.9899999999999982,false,0,none
13618,1H,27.19,21.240000000000002,1.2399999999999998,false,0,none
13619,1H,27.24,21.170000000000005,2.7499999999999996,false,0,none
13620,16O,24.17,35.5,8.619999999999997,false,0,none
13621,1H,23.38,35.41,9.139999999999999,false,0,none
13622,1H,24.31,36.45,8.55,false,0,none
13623,16O,19.1,15.12,45.43000000000001,false,0,none
13624,1H,18.42,14.61,44.99,false,0,none
13625,1H,19.5,14.499999999999998,46.05,false,0,none
13626,16O,28.95,46.88,9.49,false,0,none
13627,1H,28.12,47.28,9.22,false,0,none
13628,1H,29.58,47.59,9.46,false,0,none
13629,16O,49.85,14.47,25.96,false,0,none
13630,1H,49.93,15.42,25.97,false,0,none
13631,1H,49.08,14.29,26.5,false,0,none
13632,16O,39.32,47.85,54.52,false,0,none
13633,1H,39.25,48.8,54.51,false,0,none
13634,1H,38.55,47.56,55.01,false,0,none
13635,16O,35.22,31.88,48.08,false,0,none
13636,1H,34.48,31.489999999999995,47.62,false,0,none
13637,1H,35.99,31.45,47.71,false,0,none
13638,16O,33.84,16.58,41.4,false,0,none
13639,1H,33.18,16.79,40.74,false,0,none
13640,1H,33.47,16.92,42.22,false,0,none
13641,16O,31.23,48.16,9.18,false,0,none
13642,1H,31.67,48.95,8.86,false,0,none
13643,1H,31.79,47.86,9.9,false,0,none
13644,16O,50.55,0.7300000000000005,11.39,false,0,none
13645,1H,50.33,-0.19000000000000036,11.26,false,0,none
13646,1H,51.29,0.6999999999999996,12.01,false,0,none
13647,16O,33.64,24.12,53.54,false,0,none
13648,1H,32.97,24.38,54.15999999999999,false,0,none
13649,1H,34.01,24.95,53.23,false,0,none
13650,16O,23.8,14.33,48.84000000000001,false,0,none
13651,1H,24.22,15.17,49.03,false,0,none
13652,1H,24.51,13.69,48.88,false,0,none
13653,16O,16.94,2.139999999999999,4.160000000000002,false,0,none
13654,1H,17.39,1.5499999999999998,3.550000000000001,false,0,none
13655,1H,17.12,1.7700000000000011,5.020000000000001,false,0,none
13656,16O,39.959999999999994,50.62,51.86999999999999,false,0,none
13657,1H,39.88,51.57,51.95,false,0,none
13658,1H,40.78999999999999,50.48,51.41,false,0,none
13659,16O,32.69,10.53,52.24,false,0,none
13660,1H,32.34,11.32,51.84,false,0,none
13661,1H,32.14,9.82,51.89999999999999,false,0,none
13662,16O,2.4600000000000017,16.94,46.18,false,0,none
13663,1H,3.1799999999999993,16.41,46.53,false,0,none
13664,1H,2.2099999999999995,16.49,45.36999999999999,false,0,none
13665,16O,31.15,40.48,22.96,false,0,none
13666,1H,30.73,39.65,22.77,false,0,none
13667,1H,30.63,41.13,22.49,false,0,none
13668,16O,17.39,43.339999999999996,17.05,false,0,none
13669,1H,17.9,43.27,16.24,false,0,none
13670,1H,17.44,42.46,17.44,false,0,none
13671,16O,36.09,33.51,19.23,false,0,none
13672,1H,35.34,33.05,19.61,false,0,none
13673,1H,35.75,33.89,18.42,false,0,none
13674,16O,15.67,3.7100000000000004,37.62,false,0,none
13675,1H,15.279999999999998,4.400000000000001,38.16,false,0,none
13676,1H,16.56,3.609999999999999,37.96,false,0,none
13677,16O,17.94,44.55,11.52,false,0,none
13678,1H,17.39,44.91,12.210000000000003,false,0,none
13679,1H,17.48,43.76,11.23,false,0,none
13680,16O,48.79,16.69,33.44,false,0,none
13681,1H,48.51,17.39,34.04,false,0,none
13682,1H,48.89,15.92,34,false,0,none
13683,16O,13.52,12.83,47.25,false,0,none
13684,1H,13.62,13.45,47.97,false,0,none
13685,1H,14.19,13.090000000000002,46.62,false,0,none
13686,16O,47,10.98,22.530000000000005,false,0,none
13687,1H,47.22,11.59,21.83,false,0,none
13688,1H,47.39,10.15,22.25,false,0,none
13689,16O,52.14,47.75000000000001,31.1,false,0,none
13690,1H,51.25,47.41,31.11,false,0,none
13691,1H,52.4,47.77,32.02,false,0,none
13692,16O,30.61,47.5,13.25,false,0,none
13693,1H,29.88,48,12.88,false,0,none
13694,1H,30.390000000000004,46.59,13.06,false,0,none
13695,16O,47.37,16.41,20.95,false,0,none
13696,1H,47.4,17.12,21.59,false,0,none
13697,1H,46.45,16.14,20.939999999999998,false,0,none
13698,16O,42.11,40.27,47,false,0,none
13699,1H,41.34,40.62,46.56,false,0,none
13700,1H,41.77,39.57,47.57,false,0,none
13701,16O,8.31,31.26,2.559999999999999,false,0,none
13702,1H,7.709999999999999,31.82,3.040000000000002,false,0,none
13703,1H,9.03,31.83,2.3100000000000014,false,0,none
13704,16O,41.650000000000006,37.89,48.29,false,0,none
13705,1H,42.52,37.63999999999999,48.61000000000001,false,0,none
13706,1H,41.06,37.69,49.02,false,0,none
13707,16O,20.43,37.86,28.66,false,0,none
13708,1H,20.15,38.77,28.67,false,0,none
13709,1H,20.29,37.55,29.56,false,0,none
13710,16O,7.650000000000001,39.26,53.81999999999999,false,0,none
13711,1H,7.55,40.2,53.7,false,0,none
13712,1H,8.329999999999998,39.17,54.49,false,0,none
13713,16O,47.08,2.44,36.63,false,0,none
13714,1H,46.230000000000004,2.350000000000001,36.2,false,0,none
13715,1H,46.85999999999999,2.5199999999999996,37.56,false,0,none
13716,16O,8.529999999999998,42.279999999999994,1.7199999999999982,false,0,none
13717,1H,8.6,42.69,2.5800000000000014,false,0,none
13718,1H,9.230000000000002,42.67999999999999,1.2,false,0,none
13719,16O,16.5,30.49,1.5899999999999996,false,0,none
13720,1H,17.42,30.21,1.6299999999999994,false,0,none
13721,1H,16,29.68,1.6900000000000013,false,0,none
13722,16O,52.95,2.98,22.38,false,0,none
13723,1H,52.38,3.4700000000000015,22.99,false,0,none
13724,1H,53.67,3.5900000000000007,22.200000000000003,false,0,none
13725,16O,29.95,0.8000000000000014,5.140000000000001,false,0,none
13726,1H,29.55,-0.07000000000000078,5.089999999999998,false,0,none
13727,1H,29.36,1.3100000000000005,5.699999999999998,false,0,none
13728,16O,30.18,42.72,11.28,false,0,none
13729,1H,30.14,43.23,10.469999999999999,false,0,none
13730,1H,30.63,41.92,11.04,false,0,none
13731,16O,22.43,20.1,44.66,false,0,none
13732,1H,22.41,20.29,45.59,false,0,none
13733,1H,21.669999999999998,20.55,44.3,false,0,none
13734,16O,38.46999999999999,22.06,29.430000000000003,false,0,none
13735,1H,38.92,22.000000000000004,28.59,false,0,none
13736,1H,38.93000000000001,21.45,30,false,0,none
13737,16O,21.96,40.72,52.26,false,0,none
13738,1H,21.55,40.31,51.49,false,0,none
13739,1H,22.79,41.06,51.94,false,0,none
13740,16O,11.42,41.32,42.3,false,0,none
13741,1H,10.89,40.87,42.95,false,0,none
13742,1H,10.83,41.97,41.91,false,0,none
13743,16O,52.37,4.670000000000002,52.78,false,0,none
13744,1H,52.63,5.2799999999999985,53.46,false,0,none
13745,1H,52.47,3.8100000000000023,53.18,false,0,none
13746,16O,12.78,39.66,40.81,false,0,none
13747,1H,12.19,38.91,40.72999999999999,false,0,none
13748,1H,12.25,40.34,41.220000000000006,false,0,none
13749,16O,49.97999999999999,8.099999999999998,44.93999999999999,false,0,none
13750,1H,49.95,8.479999999999999,44.06,false,0,none
13751,1H,49.05,8.070000000000002,45.21,false,0,none
13752,16O,40.52,15.6,44.92,false,0,none
13753,1H,41.14,14.95,45.24,false,0,none
13754,1H,39.88,15.69,45.629999999999995,false,0,none
13755,16O,19.38,18.25,3.040000000000002,false,0,none
13756,1H,20.02,17.89,2.4199999999999977,false,0,none
13757,1H,18.53,18.08,2.6300000000000003,false,0,none
13758,16O,16.72,32.38,37.13,false,0,none
13759,1H,16,31.79,36.9,false,0,none
13760,1H,16.36,33.26,36.98,false,0,none
13761,16O,0.7700000000000005,54.38,37.82,false,0,none
13762,1H,0.10000000000000171,54.59,38.46999999999999,false,0,none
13763,1H,1.5700000000000018,54.78,38.16,false,0,none
13764,16O,20.15,27.88,13.75,false,0,none
13765,1H,20.39,27.58,14.630000000000003,false,0,none
13766,1H,20.77,27.43,13.17,false,0,none
13767,16O,40.45000000000001,26.810000000000002,39.4,false,0,none
13768,1H,39.51,27.02,39.37,false,0,none
13769,1H,40.88000000000001,27.55,38.97,false,0,none
13770,16O,44.06,38.06,13.42,false,0,none
13771,1H,44.99,38.19,13.27,false,0,none
13772,1H,43.65,38.88,13.16,false,0,none
13773,16O,1.3000000000000016,45.2,8.51,false,0,none
13774,1H,0.3700000000000018,45.24,8.720000000000002,false,0,none
13775,1H,1.449999999999998,44.28,8.29,false,0,none
13776,16O,32.92,13.32,16.65,false,0,none
13777,1H,32.84,12.49,17.12,false,0,none
13778,1H,32.03,13.51,16.35,false,0,none
13779,16O,40.190000000000005,28.599999999999998,37.09,false,0,none
13780,1H,39.75,29.430000000000003,36.94,false,0,none
13781,1H,39.48,27.95,37.09,false,0,none
13782,16O,6.450000000000001,41.28000000000001,42.17,false,0,none
13783,1H,6.880000000000001,41.68000000000001,42.93,false,0,none
13784,1H,5.699999999999998,40.82000000000001,42.54,false,0,none
13785,16O,6.35,25.050000000000004,34.2,false,0,none
13786,1H,6.220000000000001,24.47,33.45,false,0,none
13787,1H,5.619999999999999,24.86,34.78,false,0,none
13788,16O,24.73,17.02,52.22,false,0,none
13789,1H,25.349999999999998,16.32,52.45,false,0,none
13790,1H,23.88,16.59,52.23,false,0,none
13791,16O,54.84,15.32,41.8,false,0,none
13792,1H,54.67,14.38,41.79,false,0,none
13793,1H,55.709999999999994,15.41,41.419999999999995,false,0,none
13794,16O,12.5,45.21,39.34,false,0,none
13795,1H,12.76,44.33,39.6,false,0,none
13796,1H,12.71,45.76,40.09,false,0,none
13797,16O,11.16,5.130000000000002,35.94,false,0,none
13798,1H,10.65,5.119999999999998,35.13,false,0,none
13799,1H,11.26,4.210000000000001,36.17,false,0,none
13800,16O,21.01,41.69,7.450000000000002,false,0,none
13801,1H,20.15,42.080000000000005,7.340000000000002,false,0,none
13802,1H,20.89,41.04,8.139999999999999,false,0,none
13803,16O,7.23,28.92,39.95,false,0,none
13804,1H,6.329999999999997,28.65,40.1,false,0,none
13805,1H,7.610000000000001,29.01,40.82000000000001,false,0,none
13806,16O,13.07,22.72,32.46,false,0,none
13807,1H,12.44,22.499999999999996,33.14,false,0,none
13808,1H,13.73,22.02,32.49,false,0,none
13809,16O,25.01,45.47,0.34000000000000086,false,0,none
13810,1H,25.11,44.62,-0.08999999999999865,false,0,none
13811,1H,24.72,45.26,1.220000000000002,false,0,none
13812,16O,26.09,51.26,10.320000000000002,false,0,none
13813,1H,26.52,51.81,10.97,false,0,none
13814,1H,25.250000000000004,51.04,10.72,false,0,none
13815,16O,34.5,48.01,12.96,false,0,none
13816,1H,35.11,47.28,12.990000000000002,false,0,none
13817,1H,33.73,47.67,12.510000000000002,false,0,none
13818,16O,54.36,39.35,38.49999999999999,false,0,none
13819,1H,54,40.22,38.38,false,0,none
13820,1H,54.03,38.84,37.76,false,0,none
13821,16O,44.78,17.6,46.94,false,0,none
13822,1H,45.21,17.01,46.32,false,0,none
13823,1H,45.5,18.01,47.42,false,0,none
13824,16O,40.35999999999999,7.43,35.06,false,0,none
13825,1H,40.61,7.019999999999999,35.88,false,0,none
13826,1H,40.75,8.31,35.09,false,0,none
13827,16O,53.97,49.1,15.93,false,0,none
13828,1H,53.56,48.29,15.62,false,0,none
13829,1H,54.84,48.82,16.22,false,0,none
13830,16O,41.03,31.74,20,false,0,none
13831,1H,41.95,31.51,19.87,false,0,none
13832,1H,40.75,32.1,19.16,false,0,none
13833,16O,32.39,46.77,36.52,false,0,none
13834,1H,33.31,46.93,36.33,false,0,none
13835,1H,32.18,47.35000000000001,37.25,false,0,none
13836,16O,11.43,39.26,45.95,false,0,none
13837,1H,12.23,39.29999999999999,45.42,false,0,none
13838,1H,11.4,38.37,46.290000000000006,false,0,none
13839,16O,23.29,50.54,54.38,false,0,none
13840,1H,24.16,50.39,54.73,false,0,none
13841,1H,23.2,51.49,54.35,false,0,none
13842,16O,33.16,17.51,30.48,false,0,none
13843,1H,33.36,16.83,31.11,false,0,none
13844,1H,34.02,17.78,30.14,false,0,none
13845,16O,41.53,48.23,18.37,false,0,none
13846,1H,41.67,48.03,17.44,false,0,none
13847,1H,42.42,48.34,18.720000000000002,false,0,none
13848,16O,7.1800000000000015,6.760000000000002,27.63,false,0,none
13849,1H,6.31,6.39,27.75,false,0,none
13850,1H,7.3100000000000005,7.340000000000002,28.38,false,0,none
13851,16O,38.89999999999999,19.16,46.84,false,0,none
13852,1H,39.5,19.03,47.58,false,0,none
13853,1H,39.31,18.69,46.11,false,0,none
13854,16O,45.35,20.15,27.06,false,0,none
13855,1H,44.89,20.63,26.37,false,0,none
13856,1H,45.82,19.46,26.59,false,0,none
13857,16O,17.4,8.960000000000003,27.46,false,0,none
13858,1H,17.16,9.259999999999998,28.33,false,0,none
13859,1H,18.2,9.44,27.25,false,0,none
13860,16O,31.3,30.390000000000004,15.94,false,0,none
13861,1H,31.849999999999998,29.64,15.72,false,0,none
13862,1H,31.91,31.05,16.27,false,0,none
13863,16O,46.84,23.54,9.77,false,0,none
13864,1H,46.77,22.79,10.37,false,0,none
13865,1H,45.93,23.81,9.63,false,0,none
13866,16O,18.750000000000004,42.76,44.53,false,0,none
13867,1H,19.150000000000002,42.6,43.68,false,0,none
13868,1H,19.29,43.43,44.93,false,0,none
13869,16O,43.50999999999999,52.19,14.33,false,0,none
13870,1H,43,52.14,13.53,false,0,none
13871,1H,43.3,53.05,14.699999999999998,false,0,none
13872,16O,40.65,19.81,41.84,false,0,none
13873,1H,40.48,19.33,41.03,false,0,none
13874,1H,40.55,19.16,42.53,false,0,none
13875,16O,21.27,17.05,24.93,false,0,none
13876,1H,20.6,17.06,24.25,false,0,none
13877,1H,21.96,17.62,24.6,false,0,none
13878,16O,8.72,7.97,11.049999999999999,false,0,none
13879,1H,7.829999999999998,7.679999999999998,10.88,false,0,none
13880,1H,8.67,8.44,11.88,false,0,none
13881,16O,45.6,34.37,2.2599999999999985,false,0,none
13882,1H,45.27,33.68,2.8399999999999985,false,0,none
13883,1H,45.25,35.18,2.6399999999999992,false,0,none
13884,16O,0.279999999999999,45.52,34.51,false,0,none
13885,1H,-0.289999999999998,45.06000000000001,33.9,false,0,none
13886,1H,1.1600000000000001,45.39999999999999,34.16,false,0,none
