signal_0,signal_1,signal_2
0.1635077089643802+0.47250930975402095i,-0.000010537614109519861-0.00003136599797145457i,-0.000005598129566253053-0.00001655118861170227i
0.4494840670381482-0.2190037209465538i,-0.00002698280098246054+0.00001285571033052916i,-0.000014182350519438155+0.000006728073134116297i
-0.27133981758544595-0.4199665305897138i,0.000014374218202043658+0.00002270676028547403i,0.0000075670603730437595+0.000011855817980966445i
-0.38438791381002824+0.3197582063393073i,0.000018618214805138903-0.00001519014442707861i,0.000009747417351752951-0.000008051461486201515i
0.3635566187311702+0.34325837117737756i,-0.000015410997104328757-0.000014816930803937223i,-0.000008118423226398134-0.000007805854187618093i
0.297170111398614-0.4021041404498815i,-0.000011383406381269165+0.000015115414840980695i,-0.00000596621991670174+0.000007903843461984829i
-0.4348480574799095-0.24678913790410134i,0.000014385078483398886+0.000008347974491387461i,0.000007544353908813176+0.000004328777128047823i
-0.1928477389425695+0.461312741823635i,0.000005723240180684618-0.000013328121868310818i,0.0000029809458681738498-0.00000702228302331525i
0.481113676623091+0.13612153250176978i,-0.000012048490725743473-0.000003528805025525101i,-0.000006321308614447448-0.000001866447145432351i
0.07742757237119205-0.4939657977690902i,-0.0000017679617558169911+0.000010622992253983967i,-0.0000009253735752243086+0.000005540691884193853i
-0.49968808401515985-0.017614354774014962i,0.000009121706091887499+0.0000004127919379881338i,0.000004768680394973845+0.00000019411730904950995i
0.042450157400531346+0.4981945382479114i,-0.0000005742037684399035-0.000007620338095533465i,-0.0000003041689951180215-0.0000040006906515355295i
0.48950488521631363-0.10190132723284809i,-0.0000061823806362367+0.0000012258659859223957i,-0.000003233777178346052+0.0000006251491066218743i
-0.15988340531923073-0.4737450476597239i,0.0000015827559302238728+0.000004848852986244091i,0.0000008195704592457678+0.00000252194840022317i
-0.4511475291566693+0.2155574737388426i,0.0000036508138377546974-0.000001697994241399718i,0.0000019041529110651297-0.0000008881317819703926i
0.268116080092177+0.42203502157286654i,-0.000001624566163894182-0.000002615105757670406i,-0.0000008410673417510024-0.0000013717406816979122i
0.38682625779653884-0.3168022117289616i,-0.0000017562128288572987+0.000001409037413879762i,-0.0000009189293271425701+0.0000007212111291659148i
-0.3609163532336409-0.3460300300939567i,0.000001097125059481059+0.0000010745219125946632i,0.0000005615259893045893+0.0000005603260419106576i
-0.3002403690830264+0.39981906274155105i,0.0000005633306872907854-0.0000007334713595657795i,0.00000029765484454579237-0.0000003743663399939412i
0.43294585348808623+0.2501149811276947i,-0.00000035605756133168176-0.0000002107731439663247i,-0.00000017799610965166122-0.00000011658950725463236i
0.19637583781935658-0.45981956007120706i,0.0000000020552597358987383-0.000000004497723546932233i,0.000012782888936731178+0.000005107696016354852i
-0.4800563807739455-0.1397996095536267i,-0.0000003230126844320222-0.00000009846443569999162i,-0.00000018234849324540977-0.000000044675077703457345i
-0.08120782479129371+0.4933609859137654i,-0.00000010316104459775138+0.000000581540276049931i,-0.000000046247263938811056+0.000000315671922209718i
0.4995391799815004+0.02144351426625391i,0.0000007699483746506049+0.00000004248842859684396i,0.00000041074729320804026+0.00000001625627901742546i
-0.03863268680115625-0.4985023697451195i,-0.00000005676939234978273-0.0000008835274285513884i,-0.00000003695399982114413-0.0000004655558116656629i
-0.4902703106501287+0.09815200351696124i,-0.0000009227310365219066+0.00000017092483167545607i,-0.0000004858232097901712+0.0000000988747869942078i
0.1562510586170111+0.4749583413869003i,0.00000027952394343824967+0.0000008946308762744948i,0.00000015324215042469624+0.00000047233838607515446i
0.45278586328830933-0.21209323769977856i,0.0000008108101134476284-0.00000036408894631515027i,0.0000004256840913569104-0.00000019392912039758326i
-0.26487528012265305-0.4240734121938475i,-0.0000004099720397766165-0.0000006843262019565417i,-0.0000002183971768421616-0.00000035644022158950956i
-0.38924057602196793+0.3138329788707782i,-0.0000005301308046080199+0.00000040853047368858i,-0.00000027675156619137884+0.00000021843121338956674i
0.3582562525167954+0.3487867363214593i,0.0000003555497114530135+0.00000036546238083091534i,0.00000018837615427324817+0.00000019192706690810664i
0.3032943506714255-0.3975051878116224i,0.00000020721705162068295-0.00000025003706715635845i,0.00000010819813294118635-0.00000013122984372630018i
-0.4310169184584555-0.2534208084505508i,-0.00000009537603180362259-0.00000007024908700719145i,-0.00000005021981943620911-0.00000003634638268495033i
-0.1998910823488804+0.45830475097953544i,0.00000003197764726256096-0.00000010079174026518774i,0.000000016455649265559827-0.000000053193882308855286i
0.4789722612065868+0.143474830951268i,-0.00000032857067534215266-0.00000008817505452693798i,-0.00000017274956670553066-0.000000046331348965839666i
0.08498464909540826-0.4927218898679331i,-0.0000000908197915839678+0.0000005759138351145966i,-0.000000046973145361717654+0.0000003008921149780421i
-0.4993596386881002-0.025266071236340115i,0.0000008285822091735768+0.00000003540758494426417i,0.0000004339935877629804+0.000000015552002543385473i
0.03481428545222151+0.498786304852301i,-0.00000008008364899681234-0.0000010724422455434404i,-0.00000004379318030251273-0.0000005644553800546496i
0.4910083132384752-0.09439157772320082i,-0.0000012946881977558369+0.0000002532262812495202i,-0.0000006790561754649846+0.00000013087292778707592i
-0.15260821120115617-0.47613843038329107i,0.0000004772987364576059+0.0000014820361306266135i,0.00000025007410988962176+0.0000007729009050025718i
-0.45439630260965125+0.20862190541707665i,0.0000016216589872770186-0.0000007445767710107911i,0.0000008484674385461361-0.00000039453308783671053i
